text,intent,sentiment
I need a money back for Postpaid Gold,refund,neutral
What is Prepaid Basic SLA?,product,neutral
Unable to log into ZENDArchive Storage service.,technical,neutral
ZENDCloud VM Basic is not functioning,technical,neutral
ZENDOffice Net 1G quality is substandard,complaint,neutral
My ZENDIndustrial Sensor statement is $50,billing,neutral
Disgusting service with ZENDBiz Connect 500,complaint,neutral
Explain ZENDIndustrial Sensor.,product,happy
Describe Postpaid Silver service.,product,neutral
Does ZENDBiz Connect 1G have consolidated invoicing,product,happy
ZENDBiz Connect 100 business capabilities,product,neutral
I am unhappy with ZENDBiz Connect 100,complaint,neutral
Explain ZENDBiz Connect 1G.,product,neutral
I require money back for ZENDSmart Parking,refund,neutral
Return payment for ZENDSmart Traffic,refund,neutral
Current Prepaid Plus billing has error,billing,angry
ZENDFiber Home 100 Mbps keeps disconnecting?,technical,neutral
ZENDIndustrial Sensor quality is terrible,complaint,angry
Process refund for my ZENDOffice Net 1G.,refund,neutral
ZENDFiber 1 Gbps is slow,technical,neutral
ZENDCloud VM Pro service is awful,complaint,angry
What does ZENDOffice Net 200 cost in Thailand?,product,happy
Unable to log into my ZENDBiz Connect 500 dashboard.,technical,neutral
Cannot access my Prepaid Unlimited service,technical,neutral
Cannot reach my Postpaid Gold dashboard.,technical,neutral
Abysmal experience with ZENDSmart Traffic,complaint,neutral
My ZENDArchive Storage charge states $33,billing,neutral
Refund my ZENDEnterprise Dedicated,refund,neutral
ZENDOffice Net 200 always problematic,complaint,neutral
I want a money back for ZENDFiber Home 300 Mbps,refund,neutral
I was charged $18 for ZENDCloud VM Pro in Singapore,billing,neutral
The ZENDIndustrial Sensor billing shows $99,billing,neutral
ZENDBiz Connect 500 service is abysmal,complaint,neutral
Substandard quality ZENDSmart Traffic,complaint,neutral
How much is ZENDBiz Connect 100 in Thailand,product,neutral
Dreadful service with ZENDStorage 10TB,complaint,neutral
I seek return for ZENDOffice Net 200,refund,neutral
ZENDCloud VM Enterprise service is terrible,complaint,angry
Dreadful experience with ZENDOffice Net 500,complaint,neutral
Unable to log into ZENDCloud VM Basic dashboard,technical,neutral
What's ZENDFiber Home 300 Mbps FUP limit,product,neutral
Does ZENDEnterprise Dedicated support predictive maintenance,product,happy
Does Prepaid Unlimited have enterprise features,product,neutral
ZENDBiz Connect 100 too many problems,complaint,neutral
This billing cycle ZENDFiber Home 100 Mbps invoice is wrong,billing,neutral
Why is my ZENDBiz Connect 1G charge shows $56?,billing,neutral
Appalling quality with ZENDEnterprise Ultra,complaint,neutral
Cannot connect to my Prepaid Plus service.,technical,neutral
Why is my ZENDStorage 1TB bill states $88,billing,neutral
Why is my ZENDFiber Home 100 Mbps charge indicates $143,billing,neutral
This month's ZENDSmart Parking charge is incorrect,billing,angry
Tell me about ZENDBiz Connect 100 SLA.,product,neutral
What is ZENDBiz Connect 100 service,product,neutral
Unable to log into my Postpaid Platinum service.,technical,neutral
ZENDFiber Home 300 Mbps refund - bought 3 days ago,refund,neutral
Tell me about ZENDFiber Home 300 Mbps.,product,neutral
ZENDEnterprise Ultra unstable connection,technical,neutral
End Prepaid Unlimited and refund,refund,neutral
Disgusting service with ZENDArchive Storage?,complaint,neutral
Charged $90 for ZENDOffice Net 500 in Singapore.,billing,neutral
How much is ZENDFiber 1 Gbps,product,neutral
I seek a return for ZENDFiber Home 100 Mbps.,refund,neutral
How much is ZENDEnterprise Dedicated in Thailand?,product,happy
Can't connect to ZENDCloud VM Pro,technical,neutral
ZENDOffice Net 500 quality is substandard,complaint,neutral
ZENDEnterprise Ultra service is terrible,complaint,angry
Why is my ZENDBiz Connect 1G statement indicates $400,billing,neutral
The ZENDBiz Connect 1G charge indicates $180,billing,neutral
I want money back for ZENDOffice Net 200,refund,neutral
Why is my ZENDStorage 1TB bill states $48?,billing,neutral
Postpaid Gold service unavailable in Singapore,technical,neutral
Is ZENDStorage 1TB support 5G?,product,happy
Can you refund ZENDOffice Net 200,refund,neutral
Postpaid Gold service is down,technical,neutral
Cannot access my ZENDStorage 10TB service,technical,neutral
I would like money back for ZENDOffice Net 1G,refund,neutral
Features of Prepaid Unlimited have.,product,happy
Why is my ZENDFleet IoT charge states $33?,billing,neutral
Can't log into Postpaid Silver.,technical,neutral
ZENDCloud VM Enterprise service is appalling?,complaint,neutral
This month's ZENDSmart Lighting billing is incorrect?,billing,neutral
Poor quality ZENDStorage 10TB,complaint,neutral
Get my money back for Prepaid Basic.,refund,neutral
Cannot connect to my ZENDFiber 1 Gbps,technical,neutral
Current ZENDBiz Connect 1G charge has error,billing,angry
How much does ZENDFiber 1 Gbps cost?,product,neutral
Is ZENDEnterprise Ultra 5G compatible,product,happy
Awful service with ZENDFiber Home 300 Mbps.,complaint,angry
Disgusting experience with ZENDArchive Storage,complaint,neutral
What is ZENDFleet IoT uptime guarantee,product,happy
I seek reimbursement for ZENDFleet IoT.,refund,neutral
ZENDStorage 10TB refund - within 7-day window,refund,neutral
ZENDOffice Net 200 quality is abysmal,complaint,neutral
Unhappy with Prepaid Unlimited service,complaint,neutral
Low quality ZENDCloud VM Enterprise?,complaint,neutral
I require a reimbursement for ZENDCloud VM Enterprise,refund,neutral
What are the features of ZENDFiber 1 Gbps,product,neutral
ZENDStorage 1TB experience is atrocious,complaint,neutral
My Postpaid Gold charge states $9,billing,neutral
Refund my ZENDSmart Traffic,refund,neutral
Issue refund for Postpaid Gold,refund,neutral
Can't access my Postpaid Platinum.,technical,neutral
Atrocious quality with ZENDCloud VM Enterprise,complaint,neutral
What features does ZENDOffice Net 1G?,product,neutral
This billing cycle ZENDSmart Lighting invoice is wrong,billing,angry
Disgusting service with ZENDStorage 1TB,complaint,neutral
Appalling service with ZENDOffice Net 1G,complaint,neutral
Terminate ZENDFleet IoT service and refund.,refund,neutral
Displeased with ZENDFleet IoT service,complaint,neutral
I request a return for ZENDSmart Parking,refund,neutral
My ZENDFiber Home 300 Mbps bill shows $220,billing,neutral
I paid $9 for Prepaid Plus in USA,billing,neutral
ZENDFiber Home 100 Mbps refund - within 7-day window,refund,neutral
Cannot access my ZENDSmart Traffic service,technical,neutral
This month's ZENDFleet IoT invoice has error,billing,angry
The ZENDFiber 1 Gbps invoice indicates $220,billing,neutral
Cannot access my ZENDStorage 10TB,technical,neutral
I want my money back for ZENDFiber Home 300 Mbps,refund,neutral
What is ZENDBiz Connect 1G fair usage policy,product,happy
I'm dissatisfied with ZENDArchive Storage,complaint,neutral
Cannot access ZENDOffice Net 500 service,technical,neutral
Unable to log into ZENDCloud VM Pro service,technical,neutral
I need a return for ZENDCloud VM Pro.,refund,neutral
Can't access my ZENDSmart Lighting account,technical,neutral
Prepaid Plus enterprise features,product,happy
My ZENDCloud VM Basic is offline,technical,neutral
Error in billing for ZENDBiz Connect 1G,billing,neutral
Return my money for ZENDSmart Lighting.,refund,neutral
ZENDSmart Parking quality is bad?,complaint,neutral
Process refund for ZENDOffice Net 500,refund,neutral
ZENDBiz Connect 1G never works properly,complaint,neutral
This billing cycle ZENDOffice Net 500 invoice has error,billing,neutral
Can't connect to ZENDFiber Home 100 Mbps account.,technical,neutral
The ZENDBiz Connect 1G billing indicates $500,billing,neutral
Current ZENDSmart Parking bill is wrong,billing,neutral
Return my money for ZENDFleet IoT.,refund,neutral
My ZENDOffice Net 200 invoice states $132,billing,neutral
My ZENDSmart Traffic bill indicates $66,billing,neutral
Cannot connect to my ZENDCloud VM Pro account,technical,neutral
What are the features of Postpaid Gold have?,product,happy
Does ZENDBiz Connect 1G 5G enabled,product,happy
Details about ZENDStorage 1TB,product,happy
ZENDFiber 1 Gbps is offline,technical,neutral
I need a return for ZENDBiz Connect 1G,refund,neutral
Unable to access ZENDOffice Net 500,technical,neutral
Incorrect billing for ZENDFiber Home 300 Mbps,billing,angry
Can't connect to my ZENDBiz Connect 1G.,technical,neutral
Not happy with ZENDBiz Connect 100 service,complaint,neutral
ZENDCloud VM Enterprise quality is very poor?,complaint,neutral
Issue with invoice for Prepaid Plus,billing,neutral
Tell me more about Prepaid Unlimited,product,neutral
The ZENDIndustrial Sensor billing indicates $15.,billing,neutral
What does ZENDBiz Connect 500 cost in India,product,neutral
ZENDStorage 1TB not working in Thailand,technical,neutral
Tell me about ZENDStorage 1TB,product,neutral
ZENDBiz Connect 100 is extremely slow,technical,neutral
The ZENDFiber 1 Gbps billing indicates $21,billing,neutral
What is Prepaid Basic service level,product,happy
Unable to access Postpaid Gold service,technical,neutral
Why is my ZENDOffice Net 200 bill indicates $100,billing,neutral
Can't log into my ZENDOffice Net 200 service,technical,neutral
The ZENDCloud VM Enterprise bill shows $44,billing,neutral
I would like refund for Postpaid Silver,refund,neutral
My Prepaid Unlimited invoice indicates $150,billing,neutral
My Postpaid Gold invoice is $100,billing,neutral
ZENDFiber Home 300 Mbps is not working,technical,neutral
I seek refund for ZENDSmart Lighting.,refund,neutral
What does ZENDCloud VM Basic cost in Singapore?,product,happy
Features of Postpaid Silver.,product,neutral
ZENDSmart Parking is not functioning?,technical,neutral
My Postpaid Silver statement indicates $9,billing,neutral
Can't connect to Postpaid Silver service,technical,neutral
Can't log into my ZENDFleet IoT,technical,neutral
Can't connect to my ZENDFiber 1 Gbps.,technical,neutral
The ZENDBiz Connect 100 billing indicates $56,billing,neutral
Unable to access my ZENDFiber 1 Gbps,technical,neutral
ZENDSmart Lighting service is abysmal?,complaint,neutral
My ZENDSmart Parking bill states $48,billing,neutral
This billing cycle Prepaid Basic invoice has error,billing,angry
Prepaid Unlimited refund - under 7 days.,refund,neutral
My ZENDSmart Traffic invoice indicates $42.,billing,neutral
ZENDStorage 10TB service is dreadful,complaint,neutral
Return my money for ZENDBiz Connect 100.,refund,neutral
What does Postpaid Platinum cost in USA?,product,neutral
Frustrated with ZENDSmart Traffic service.,complaint,neutral
Terminate ZENDStorage 1TB service and refund,refund,neutral
I am not satisfied with Postpaid Silver,complaint,neutral
Unable to log into ZENDArchive Storage account,technical,neutral
ZENDIndustrial Sensor refund - under 7 days.,refund,neutral
My ZENDBiz Connect 1G charge is $15?,billing,neutral
Tell me about ZENDOffice Net 200 FUP limit,product,neutral
Why is my ZENDIndustrial Sensor invoice indicates $33,billing,neutral
Describe ZENDOffice Net 1G.,product,neutral
ZENDSmart Lighting too many problems,complaint,neutral
ZENDBiz Connect 100 is constantly has issues,complaint,neutral
Cannot log into my ZENDCloud VM Pro dashboard,technical,neutral
How much is ZENDSmart Parking,product,neutral
This month's ZENDFleet IoT invoice is incorrect,billing,neutral
My Prepaid Plus invoice shows $72,billing,neutral
Appalling service with ZENDBiz Connect 1G.,complaint,neutral
Can't access Prepaid Basic service.,technical,neutral
Please refund my ZENDCloud VM Basic,refund,neutral
Can't log into my ZENDArchive Storage,technical,neutral
ZENDOffice Net 500 quality is low?,complaint,neutral
Unable to log into my ZENDIndustrial Sensor service.,technical,neutral
This billing cycle ZENDBiz Connect 500 bill is wrong,billing,neutral
I need a reimbursement for ZENDFiber 1 Gbps,refund,neutral
I request reimbursement for ZENDSmart Traffic,refund,neutral
Price of ZENDEnterprise Dedicated in USA,product,neutral
Prepaid Unlimited quality is appalling?,complaint,neutral
My ZENDOffice Net 1G outage,technical,neutral
Prepaid Unlimited too many problems.,complaint,neutral
ZENDSmart Traffic quality is poor,complaint,neutral
What's ZENDFiber Home 300 Mbps SLA guarantee,product,happy
ZENDIndustrial Sensor predictive maintenance,product,happy
Can't log into Postpaid Gold,technical,neutral
I'm unsatisfied with ZENDFiber 1 Gbps?,complaint,neutral
The ZENDCloud VM Basic billing indicates $77,billing,neutral
Disgusting experience with ZENDCloud VM Enterprise,complaint,neutral
Cannot reach ZENDFiber 1 Gbps dashboard,technical,neutral
Can't connect to ZENDCloud VM Basic service.,technical,neutral
Cannot connect to my ZENDCloud VM Pro service.,technical,neutral
This month's ZENDBiz Connect 500 bill is incorrect,billing,neutral
ZENDCloud VM Pro constantly has issues,complaint,neutral
What is Postpaid Gold SLA,product,happy
ZENDBiz Connect 500 refund - purchased 5 days ago,refund,neutral
I'm frustrated with ZENDFiber Home 300 Mbps,complaint,neutral
Refund for Prepaid Unlimited - purchased 5 days ago,refund,neutral
Cost of ZENDBiz Connect 1G.,product,neutral
Tell me about ZENDOffice Net 500 FUP limit.,product,happy
ZENDCloud VM Basic keeps disconnecting?,technical,neutral
ZENDFiber Home 300 Mbps outage.,technical,neutral
Return payment for Postpaid Platinum.,refund,neutral
Information about ZENDSmart Traffic,product,happy
The ZENDFiber Home 300 Mbps invoice is $143,billing,neutral
Cost of ZENDOffice Net 500 in Thailand,product,neutral
Prepaid Basic service unavailable in Thailand,technical,neutral
Cannot reach my ZENDFiber 1 Gbps account,technical,neutral
Can't log into Postpaid Silver service,technical,neutral
ZENDCloud VM Enterprise is down in Singapore,technical,neutral
Current ZENDStorage 10TB charge has error,billing,angry
Information about ZENDBiz Connect 500.,product,neutral
What is ZENDSmart Parking service,product,happy
My Prepaid Basic billing states $50,billing,neutral
ZENDStorage 10TB refund - within 7 days,refund,neutral
ZENDStorage 10TB refund - purchased 5 days ago,refund,neutral
I want a return for ZENDCloud VM Basic,refund,neutral
I want my money back for ZENDBiz Connect 100.,refund,neutral
Unable to log into my Postpaid Platinum,technical,neutral
The Prepaid Basic bill states $150,billing,neutral
Why is my Prepaid Unlimited invoice indicates $143?,billing,neutral
Refund for ZENDOffice Net 1G - within 7 days.,refund,neutral
Prepaid Plus running slow.,technical,neutral
Postpaid Gold is lagging,technical,neutral
Horrible experience with ZENDStorage 1TB,complaint,angry
ZENDSmart Traffic is not working,technical,neutral
What are the features of ZENDBiz Connect 100?,product,neutral
ZENDIndustrial Sensor is running slow,technical,neutral
I seek return for ZENDSmart Parking.,refund,neutral
The ZENDBiz Connect 1G bill states $88.,billing,neutral
Cannot log into ZENDStorage 1TB,technical,neutral
ZENDCloud VM Pro quality is disgusting,complaint,neutral
Unable to log into ZENDCloud VM Basic,technical,neutral
Mistake in statement for Postpaid Platinum,billing,neutral
I want my money back for Prepaid Unlimited.,refund,neutral
I want money back for ZENDFiber Home 100 Mbps,refund,neutral
ZENDStorage 1TB is always problematic,complaint,neutral
Wrong charge for Prepaid Basic,billing,neutral
Why is my ZENDOffice Net 200 statement is $48,billing,neutral
Dreadful quality with ZENDSmart Parking.,complaint,neutral
Incorrect invoice for Prepaid Plus,billing,neutral
Does ZENDEnterprise Dedicated 5G enabled?,product,happy
Prepaid Plus experience is disgusting?,complaint,neutral
Refund my ZENDOffice Net 500,refund,neutral
ZENDFiber 1 Gbps experience is disgusting,complaint,neutral
I need a return for ZENDSmart Traffic,refund,neutral
Unable to access ZENDBiz Connect 1G service.,technical,neutral
Process refund for ZENDEnterprise Ultra,refund,neutral
I want a money back for ZENDEnterprise Dedicated,refund,neutral
Cannot log into ZENDFiber Home 300 Mbps,technical,neutral
Does Prepaid Plus 5G compatible,product,happy
The ZENDOffice Net 1G charge shows $165,billing,neutral
ZENDBiz Connect 100 service is very poor,complaint,neutral
Tell me about ZENDSmart Traffic fair usage policy.,product,neutral
ZENDBiz Connect 500 is very slow?,technical,neutral
What is Postpaid Platinum SLA guarantee?,product,happy
I need a refund for ZENDOffice Net 500,refund,neutral
Get my money back for ZENDSmart Parking,refund,neutral
Describe ZENDStorage 1TB.,product,happy
ZENDStorage 10TB connection drops.,technical,neutral
I would like reimbursement for ZENDBiz Connect 100,refund,neutral
I'm displeased with Postpaid Gold,complaint,neutral
My ZENDBiz Connect 500 invoice shows $9?,billing,neutral
ZENDSmart Parking business capabilities,product,happy
Why is my ZENDOffice Net 200 statement shows $40,billing,neutral
Cost of ZENDArchive Storage in Singapore,product,neutral
Unable to log into my ZENDFiber 1 Gbps service,technical,neutral
Issue refund for Prepaid Unlimited?,refund,neutral
Unable to access my ZENDCloud VM Pro service.,technical,neutral
Return payment for ZENDCloud VM Enterprise,refund,neutral
Tell me about ZENDCloud VM Enterprise FUP limit?,product,neutral
Atrocious service with ZENDEnterprise Ultra,complaint,neutral
ZENDOffice Net 200 experience is terrible,complaint,angry
Very disappointed with Prepaid Plus,complaint,neutral
Features of ZENDIndustrial Sensor,product,neutral
My ZENDBiz Connect 100 invoice shows $220,billing,neutral
Unable to access my ZENDIndustrial Sensor account,technical,neutral
What does ZENDOffice Net 500 cost in Thailand?,product,neutral
What does ZENDCloud VM Pro cost?,product,happy
Very disappointed with ZENDSmart Lighting service,complaint,neutral
Does ZENDFiber Home 300 Mbps have business capabilities,product,neutral
Unable to access Prepaid Basic account,technical,neutral
I seek return for ZENDOffice Net 1G,refund,neutral
Terminate ZENDArchive Storage service and refund,refund,neutral
ZENDIndustrial Sensor offline in USA,technical,neutral
Postpaid Silver is too many problems?,complaint,neutral
What is ZENDEnterprise Ultra uptime guarantee,product,neutral
Can Postpaid Gold 5G enabled.,product,neutral
ZENDBiz Connect 500 has stopped,technical,neutral
ZENDOffice Net 1G service is abysmal?,complaint,neutral
Can Postpaid Platinum 5G enabled.,product,neutral
How much does ZENDFiber Home 300 Mbps cost in Singapore,product,neutral
Can't log into my Postpaid Platinum dashboard,technical,neutral
I seek a money back for ZENDCloud VM Enterprise,refund,neutral
ZENDBiz Connect 1G is down in USA?,technical,neutral
The ZENDFiber Home 100 Mbps billing states $300,billing,neutral
I paid $42 for ZENDIndustrial Sensor in India,billing,neutral
ZENDIndustrial Sensor quality is appalling?,complaint,neutral
Cancel ZENDOffice Net 500 service and refund.,refund,neutral
Features of Postpaid Silver,product,neutral
Tell me about ZENDOffice Net 500 FUP limit,product,neutral
I seek reimbursement for ZENDEnterprise Dedicated?,refund,neutral
Does ZENDBiz Connect 1G have business capabilities?,product,neutral
My ZENDCloud VM Enterprise charge shows $220,billing,neutral
How much is ZENDOffice Net 500,product,neutral
How much is Postpaid Gold in India,product,neutral
Dreadful quality with ZENDFiber 1 Gbps.,complaint,neutral
The ZENDSmart Parking billing shows $88,billing,neutral
I need a money back for Prepaid Unlimited.,refund,neutral
My ZENDOffice Net 1G service is down,technical,neutral
Horrible quality with ZENDBiz Connect 1G.,complaint,angry
The ZENDEnterprise Dedicated bill states $20?,billing,neutral
Prepaid Plus refund - bought 3 days ago.,refund,neutral
ZENDSmart Parking experience is dreadful,complaint,neutral
Postpaid Silver service is inferior,complaint,neutral
Price of Prepaid Plus,product,happy
I am not satisfied with Prepaid Unlimited,complaint,neutral
ZENDEnterprise Dedicated too slow,complaint,neutral
I need a refund for ZENDSmart Traffic.,refund,neutral
This billing cycle ZENDStorage 10TB charge is incorrect,billing,angry
ZENDSmart Parking service is disgusting,complaint,neutral
Does Prepaid Unlimited 5G enabled?,product,happy
The ZENDSmart Lighting invoice indicates $500,billing,neutral
The ZENDOffice Net 200 invoice indicates $80,billing,neutral
ZENDFiber Home 300 Mbps has stopped,technical,neutral
My ZENDFiber Home 300 Mbps bill indicates $80,billing,neutral
Why is my ZENDFiber Home 100 Mbps statement shows $70,billing,neutral
Worst service with ZENDSmart Lighting,complaint,angry
ZENDFiber 1 Gbps quality is very poor,complaint,neutral
Dissatisfied with ZENDFiber Home 100 Mbps service,complaint,neutral
"In USA, my Postpaid Platinum bill is $24?",billing,neutral
Appalling service with ZENDCloud VM Basic,complaint,neutral
Why is my Prepaid Plus statement states $54,billing,neutral
My ZENDBiz Connect 100 charge is $40,billing,neutral
I need return for ZENDSmart Traffic,refund,neutral
ZENDCloud VM Pro is always problematic?,complaint,neutral
My ZENDFiber 1 Gbps charge shows $132?,billing,neutral
ZENDSmart Parking intermittent connection,technical,neutral
ZENDCloud VM Basic poor performance.,technical,neutral
Describe Prepaid Basic.,product,neutral
Current Prepaid Unlimited invoice is wrong,billing,angry
I want money back for ZENDSmart Lighting.,refund,neutral
Why is my Prepaid Plus bill indicates $200,billing,neutral
ZENDEnterprise Dedicated poor performance,technical,neutral
Describe ZENDCloud VM Pro service,product,happy
ZENDFiber Home 300 Mbps is extremely slow,technical,neutral
ZENDBiz Connect 1G experience is abysmal,complaint,neutral
I would like refund for ZENDArchive Storage,refund,neutral
Really disappointed with ZENDOffice Net 500 service,complaint,neutral
Unable to access my ZENDStorage 1TB dashboard,technical,neutral
I request reimbursement for ZENDOffice Net 500.,refund,neutral
Details about ZENDSmart Parking,product,happy
Process refund for my ZENDOffice Net 200.,refund,neutral
Pathetic quality with Prepaid Basic,complaint,angry
Stop ZENDArchive Storage and refund,refund,neutral
How much does ZENDFiber Home 100 Mbps cost in India,product,happy
Unable to log into my ZENDFiber Home 100 Mbps dashboard.,technical,neutral
Cannot access my ZENDCloud VM Enterprise account,technical,neutral
I request return for Postpaid Silver,refund,neutral
Details about ZENDEnterprise Dedicated,product,happy
What's ZENDBiz Connect 500 FUP limit?,product,happy
I am displeased with ZENDOffice Net 200,complaint,neutral
Cannot connect to ZENDOffice Net 200 service.,technical,neutral
Return payment for ZENDFleet IoT,refund,neutral
Prepaid Plus is not working,technical,neutral
Unable to log into ZENDSmart Lighting dashboard.,technical,neutral
Why is my Postpaid Gold charge shows $180,billing,neutral
ZENDCloud VM Basic service is poor?,complaint,neutral
ZENDOffice Net 500 poor performance,technical,neutral
Why is my ZENDEnterprise Dedicated charge states $72,billing,neutral
This month's ZENDBiz Connect 1G bill has error,billing,angry
My Prepaid Plus statement indicates $100,billing,neutral
ZENDOffice Net 500 is poor performance,technical,neutral
Prepaid Basic is sluggish?,technical,neutral
ZENDCloud VM Enterprise experience is appalling?,complaint,neutral
ZENDFiber 1 Gbps service is worst,complaint,angry
My ZENDFleet IoT is not functioning,technical,neutral
I need a return for ZENDBiz Connect 100,refund,neutral
I seek a money back for ZENDOffice Net 200.,refund,neutral
Refund for ZENDSmart Traffic - within policy period,refund,neutral
Why is my ZENDFleet IoT bill shows $70,billing,neutral
My Postpaid Gold billing indicates $18,billing,neutral
ZENDEnterprise Ultra constantly has issues,complaint,neutral
Why is my ZENDSmart Lighting bill is $400,billing,neutral
Can't log into ZENDStorage 10TB dashboard,technical,neutral
Unable to log into my ZENDOffice Net 200 account,technical,neutral
Disgusting quality with ZENDOffice Net 200,complaint,neutral
Refund for ZENDSmart Parking - within 7-day window.,refund,neutral
What are the features of Prepaid Basic?,product,happy
Issue refund for ZENDEnterprise Ultra,refund,neutral
I want a reimbursement for Postpaid Gold,refund,neutral
This billing cycle ZENDStorage 1TB invoice has error,billing,angry
My ZENDFleet IoT outage.,technical,neutral
Can't connect to ZENDOffice Net 200,technical,neutral
My Prepaid Basic is broken,technical,neutral
I need refund for ZENDCloud VM Enterprise,refund,neutral
Cannot log into my Prepaid Basic.,technical,neutral
Why is my Prepaid Basic bill states $33,billing,neutral
End ZENDCloud VM Pro and refund.,refund,neutral
ZENDOffice Net 1G is too many problems,complaint,neutral
My ZENDIndustrial Sensor invoice shows $72,billing,neutral
This billing cycle ZENDCloud VM Basic charge is incorrect,billing,neutral
Why is my ZENDBiz Connect 100 statement is $200?,billing,neutral
What is Postpaid Platinum uptime guarantee?,product,happy
I require money back for ZENDOffice Net 1G.,refund,neutral
Is ZENDFleet IoT support 5G?,product,neutral
I want a refund for Prepaid Basic,refund,neutral
ZENDFiber 1 Gbps connectivity problem,technical,neutral
Get my money back for ZENDBiz Connect 100,refund,neutral
Cannot access my Prepaid Basic account,technical,neutral
ZENDFiber 1 Gbps service is bad,complaint,neutral
Mistake in billing for ZENDBiz Connect 500,billing,neutral
Does ZENDFleet IoT support enterprise features?,product,neutral
Prepaid Unlimited unstable connection,technical,neutral
ZENDStorage 10TB offline in Thailand.,technical,neutral
I seek a return for ZENDFiber 1 Gbps.,refund,neutral
Incorrect statement for ZENDFiber Home 300 Mbps,billing,neutral
The Postpaid Platinum charge indicates $220.,billing,neutral
Appalling service with ZENDOffice Net 1G.,complaint,neutral
What is ZENDBiz Connect 1G service level,product,neutral
Discontinue Postpaid Gold service and refund?,refund,neutral
Cannot log into my ZENDFiber 1 Gbps dashboard,technical,neutral
Error in invoice for Postpaid Gold,billing,angry
This billing cycle Postpaid Silver charge is incorrect,billing,angry
Postpaid Gold experience is appalling?,complaint,neutral
This billing cycle ZENDEnterprise Dedicated invoice is incorrect,billing,neutral
What's ZENDCloud VM Basic uptime guarantee?,product,happy
Unsatisfied with ZENDArchive Storage service,complaint,neutral
Postpaid Silver is too slow,complaint,neutral
How much does ZENDIndustrial Sensor cost in Thailand,product,neutral
What can ZENDSmart Parking do,product,happy
Why is my ZENDSmart Traffic billing shows $96,billing,neutral
Cannot connect to Postpaid Gold dashboard,technical,neutral
Tell me about ZENDIndustrial Sensor SLA guarantee,product,happy
I want a money back for ZENDCloud VM Enterprise,refund,neutral
Postpaid Platinum quality is abysmal,complaint,neutral
ZENDEnterprise Ultra service is abysmal,complaint,neutral
Inferior quality ZENDSmart Traffic,complaint,neutral
I paid $20 for ZENDEnterprise Ultra in Thailand,billing,neutral
Explain ZENDSmart Traffic service.,product,happy
Details about Postpaid Platinum,product,happy
Does Prepaid Basic support consolidated invoicing,product,neutral
Really disappointed with ZENDOffice Net 1G service,complaint,neutral
Does ZENDOffice Net 500 support 5G,product,neutral
I was charged $54 for ZENDEnterprise Ultra in India,billing,neutral
ZENDEnterprise Ultra quality is poor?,complaint,neutral
Error in invoice for ZENDFiber Home 300 Mbps,billing,neutral
What's ZENDArchive Storage FUP limit,product,neutral
The ZENDSmart Lighting bill states $27,billing,neutral
ZENDFiber Home 100 Mbps refund - within 7 days,refund,neutral
Postpaid Platinum network issue?,technical,neutral
I need refund for ZENDSmart Lighting,refund,neutral
Give my money back for ZENDOffice Net 500,refund,neutral
Cannot connect to my ZENDOffice Net 1G service,technical,neutral
What's ZENDOffice Net 500 FUP limit,product,neutral
Awful service with ZENDStorage 10TB,complaint,angry
I would like a return for ZENDSmart Traffic.,refund,neutral
ZENDIndustrial Sensor service is horrible,complaint,angry
ZENDFiber Home 300 Mbps is running slow,technical,neutral
Pathetic service with ZENDArchive Storage.,complaint,angry
Why is my ZENDFiber 1 Gbps statement states $110,billing,neutral
I want a reimbursement for Prepaid Unlimited.,refund,neutral
Cannot access ZENDFleet IoT account,technical,neutral
This month's ZENDIndustrial Sensor bill is incorrect,billing,angry
What's ZENDFiber Home 300 Mbps service level?,product,neutral
Unsatisfied with Prepaid Unlimited service?,complaint,neutral
Return payment for Prepaid Unlimited,refund,neutral
Tell me about ZENDBiz Connect 100,product,neutral
ZENDCloud VM Basic service is down?,technical,neutral
ZENDSmart Traffic experience is dreadful,complaint,neutral
I am not happy with Prepaid Basic,complaint,neutral
My ZENDBiz Connect 500 charge states $110,billing,neutral
What's Prepaid Unlimited FUP limit,product,neutral
Poor quality Postpaid Silver,complaint,neutral
I want money back for ZENDOffice Net 500.,refund,neutral
Prepaid Basic refund - bought 3 days ago.,refund,neutral
Pathetic experience with ZENDOffice Net 200,complaint,angry
Details about ZENDCloud VM Enterprise,product,happy
What is Postpaid Platinum fair usage policy,product,neutral
Mistake in invoice for ZENDCloud VM Enterprise,billing,neutral
I require a money back for Prepaid Unlimited,refund,neutral
End ZENDBiz Connect 100 and refund.,refund,neutral
I require a reimbursement for ZENDSmart Parking,refund,neutral
Unable to access my ZENDEnterprise Dedicated dashboard,technical,neutral
My ZENDFiber Home 100 Mbps billing indicates $77,billing,neutral
Tell me about ZENDOffice Net 1G FUP limit,product,neutral
Very disappointed with Postpaid Silver,complaint,neutral
My ZENDSmart Traffic billing states $54,billing,neutral
Unable to access my ZENDCloud VM Pro service,technical,neutral
Info on ZENDFleet IoT service,product,happy
Describe Postpaid Gold,product,happy
Discontinue ZENDSmart Traffic and refund,refund,neutral
Does Postpaid Platinum have enterprise features,product,neutral
Cannot log into Prepaid Plus dashboard.,technical,neutral
Unable to log into ZENDSmart Parking dashboard.,technical,neutral
Is ZENDIndustrial Sensor 5G compatible?,product,neutral
Cannot access my ZENDSmart Lighting dashboard,technical,neutral
