text,intent,sentiment
Does Postpaid Gold Support Predictive Maintenance?,product,happy
 Do tell me more about ZENDFiber 1 Gbps .,product,neutral
Can you process a refund for ZENDMeet?,refund,neutral
Terrible experience with ZENDMeet .,complaint,angry
My Prepaid Basic is not working.,technical,neutral
Terrible experience with the ZENDIndustrial Sensor,complaint,angry
My ZENDCloud VM Pro is not working.,technical,neutral
Bring back my money for ZENDMeet - it's within the 7-day window .,refund,neutral
Supports ZENDIndustrial Sensor SLA 99.9%?,product,happy
Supports ZENDCloud VM Pro Consolidated Invoices ?,product,happy
For ZENDIndustrial Sensor incorrect billing this month .,billing,neutral
Terrible experience with ZENDCloud VM Pro.,complaint,angry
Why is my bill 36 for ZENDMeet?,billing,neutral
Terrible experience with ZENDMeet.,complaint,angry
Can you issue a refund for Prepaid Basic ?,refund,neutral
The ZENDFiber 1 Gbps service is down in Singapore.,technical,neutral
ZENDCloud VM Pro tells me more about it .,product,neutral
Tell me more about ZENDMeet .,product,neutral
ZENDStream in Singapore was charged 120.,billing,neutral
Terrible experience with ZENDStream.,complaint,angry
Supports ZENDIndustrial Sensor 5G?,product,happy
In India I was charged 60 for ZENDFiber 1 Gbps .,billing,neutral
The Prepaid Basic service is back in Thailand .,technical,neutral
"This is unacceptable, ZENDIndustrial Sensor is slow.",complaint,angry
Supports ZENDFiber 1 Gbps Consolidated invoicing?,product,happy
My Postpaid Gold is not working.,technical,neutral
Details about postpaid gold and the 1TB FUP limit are available .,product,neutral
I can't access my ZENDStream dashboard .,technical,neutral
I want a refund for my ZENDFiber 1 GHz.,refund,neutral
"This is unacceptable , ZENDStream is slow.",complaint,angry
I am unhappy with my service with ZENDIndustrial Sensor.,complaint,angry
Details about the prepaid basic and 1 TB FUP limit.,product,neutral
Correct billing for ZENDIndustrial Sensor in this month .,billing,neutral
Terrible experience with ZENDMeet.,complaint,angry
Can you process a refund for the ZENDIndustrial Sensor?,refund,neutral
I can’t access my dashboard in ZENDCloud VM Pro .,technical,neutral
I am unhappy with my ZENDMeet service.,complaint,angry
I am unhappy with my postpaid gold service .,complaint,angry
I was charged 60 for ZENDIndustrial Sensor in India .,billing,neutral
This is unacceptable. Prepaid basic is slow.,complaint,angry
I am unhappy with my postal gold service .,complaint,angry
I can't access my prepaid basic dashboard.,technical,neutral
I am unhappy with my prepaid basic service.,complaint,angry
I was charged 60 for postpaid gold in India .,billing,neutral
"This month, incorrect billing for ZENDCloud VM Pro was .",billing,neutral
This month the correct billing was performed for ZENDFiber 1 Gbps .,billing,neutral
Incorrect billing for ZENDFiber 1 Gbps this month.,billing,neutral
I am unhappy with the ZENDStream service .,complaint,angry
I am unhappy with my ZENDIndustrial Sensor Service .,complaint,angry
Postpaid Gold service is down in Thailand.,technical,neutral
Can you process a refund for ZENDMeet?,refund,neutral
Does ZENDCloud VM Pro support predictive maintenance ?,product,happy
My ZENDMeet is not working.,technical,neutral
ZENDIndustrial Sensor created a terrible experience.,complaint,neutral
Return my money for Postpaid Gold - it's within the 7-day window .,refund,neutral
Tell me more about Prepaid Basic.,product,neutral
Return my money for ZENDFiber 1 Gbps - it's within the 7-day window .,refund,neutral
I was charged 36 for ZENDFiber 1 Gbps in the USA.,billing,neutral
Then return my money for postpaid gold - it's within the 7 day window.,refund,neutral
Can you process a refund for ZENDMeet?,refund,neutral
I can't access my ZENDMeet dashboard.,technical,neutral
Why is my bill 150 for ZENDFiber 1 Gbps ?,billing,neutral
My Postpaid Gold is not working.,technical,neutral
Return my money for ZENDFiber 1 Gigabit - it's within the 7-day window .,refund,neutral
My ZENDMeet is not working.,technical,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
I want a refund for my prepaid basic account.,refund,neutral
"This is inacceptable, the basic payment is slow .",complaint,neutral
Terrible experience with ZENDCloud VM Pro .,complaint,angry
The pre-paid basic service is down in Singapore .,technical,neutral
Send my money for my prepaid Basic - it's within the 7 day window .,refund,neutral
Tell me more about the ZENDIndustrial Sensor.,product,neutral
I was charged for prepaid basic in Singapore for 120 dollars.,billing,neutral
I am unhappy with my Postpaid Gold service .,complaint,angry
This is unacceptable. Prepaid basic is slow.,complaint,angry
I'm paying my money back for the ZENDIndustrial Sensor - it is within the 7-day window .,refund,neutral
Details about ZENDMeet and the 1TB FUP limit .,product,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit.,product,neutral
Why is my bill for postpaid gold 60?,billing,neutral
Supports Predictive Maintenance with ZENDIndustrial Sensor?,product,happy
ZENDMeet service has been out in Thailand .,technical,neutral
I want a refund for my ZEND stream .,refund,neutral
Tell me more about ZENDStream .,product,neutral
Details about Prepaid Basic and the 1TB FUP limit .,product,neutral
"In the USA, I was charged 36 for ZENDCloud VM Pro.",billing,neutral
I am unhappy with my ZENDStream service .,complaint,angry
I want a refund for my postpaid gold .,refund,neutral
In the USA I was charged 36 for ZENDIndustrial Sensor .,billing,neutral
Terrible experience with prepaid basic.,complaint,angry
"This is unacceptable, ZENDCloud VM Pro is slow .",complaint,angry
Terrible experience with Postpaid Gold,complaint,angry
Why is my bill 36 for ZENDIndustrial Sensor?,billing,neutral
Return my money for ZENDStream - it's within the 7 day window.,refund,neutral
Tell me more about ZENDFiber 1 Gbps .,product,neutral
"For emailed ZENDFiber 1 Gbps this month , we did the wrong billing .",billing,angry
Warum is my bill 120 for Prepaid Basic?,billing,neutral
I can't access my Prepaid Basic dashboard.,technical,neutral
Tell me more about Postpaid Gold.,product,neutral
The ZENDCloud VM Pro will be billed incorrectly this month .,billing,neutral
I am unhappy with my ZENDStream service.,complaint,angry
Details about ZENDStream and the 1TB FUP limit .,product,neutral
Details about pre-paid basic and the 1TB FUP Limit.,product,neutral
Warum my bill for ZENDCloud VM Pro is 36?,billing,neutral
Send back my money for ZENDCloud VM Pro - it is within the 7-day window.,refund,neutral
The ZENDMeet service in the USA is down.,technical,neutral
I want a refund for my ZENDCloud VM Pro .,refund,neutral
Terrible experience with Prepaid Basic .,complaint,angry
Describe me more about ZENDFiber 1 Gbps .,product,neutral
Warum is my bill 36 for ZENDMeet ?,billing,neutral
Return my money for ZENDCloud VM Pro - it is within the 7-day window.,refund,neutral
I want a refund on my ZENDIndustrial sensor,refund,neutral
Terrible experience with ZENDMeet.,complaint,angry
Details about Postpaid Gold and the 1TB FUP limit.,product,neutral
I can't access my ZENDStream dashboard .,technical,neutral
Details about ZENDStream and the 1TB FUP limit .,product,neutral
For ZENDStream in Singapore I was charged 120 kNa .,billing,neutral
Return my money for ZENDMeet - it is within the 7-day window .,refund,neutral
Return my money for ZENDMeet - it's within the 7-day window.,refund,neutral
My ZENDIndustrial sensor is not working.,technical,neutral
I am unhappy with the ZENDIndustrial Sensor service.,complaint,angry
Why is my bill for ZENDMeet 150 dollars?,billing,neutral
Tell me more about ZENDCloud VM Pro .,product,neutral
My Prepaid Basic doesn't work .,technical,neutral
I am unhappy with my prepaid basic service.,complaint,angry
"For my ZENDCloud VM Pro, I need a refund .",refund,neutral
Tell me more about ZENDFiber 1 Gbps.,product,neutral
Supports ZENDStream predictive maintenance?,product,happy
Details about the Prepaid Basic and the limit of 1TB FUP .,product,neutral
Terrible experience with ZENDMeet .,complaint,angry
I want to receive a refund for my postpaid Gold .,refund,neutral
The ZENDCloud VM Pro service is unavailable in Singapore.,technical,neutral
Details about Postpaid Gold and the 1TB FUP limit .,product,neutral
My postpaid gold is not working.,technical,neutral
The service ZENDFiber 1 Gbps is down in Thailand.,technical,neutral
I want a refund for my Postpaid Gold.,refund,neutral
Can you process a refund for the Prepaid Basic ?,refund,neutral
My money returned for ZENDIndustrial Sensor - it is within the 7-day window.,refund,neutral
"For ZENDCloud VM Pro in India, I was charged 60 euros.",billing,neutral
I was charged 120 for ZENDIndustrial Sensor in Singapore.,billing,neutral
Supports ZENDStream 5G data?,product,happy
"This is unacceptable , ZENDCloud VM Pro is slow.",complaint,angry
I can't access my Prepaid Basic dashboard .,technical,neutral
I can't access my ZENDFiber 1 Gbps dashboard.,technical,neutral
In the USA I was charged 36 for ZENDIndustrial Sensor .,billing,neutral
"This is unacceptable, ZENDMeet is slow.",complaint,angry
This month the incorrect billing for Postpaid Gold .,billing,neutral
I want to get a refund for my ZENDMeet .,refund,neutral
I was charged 120 for ZENDIndustrial Sensor in Singapore.,billing,neutral
Terrible experience with prepaid basics .,complaint,angry
Tell me about the postpaid gold.,product,neutral
Can you process a refund for ZENDIndustrial Sensor?,refund,neutral
I am unhappy with my Prepaid Basic Service.,complaint,angry
Tell me more about ZENDFiber 1 Gbps .,product,neutral
Details about ZENDMeet and the 1TB FUP limit.,product,neutral
The ZENDIndustrial Sensor Service is down in the USA .,technical,neutral
I was charged 150 $ for ZENDStream in Thailand.,billing,neutral
The ZENDStream service is down in Thailand.,technical,neutral
Tell me more about ZENDCloud VM Pro.,product,neutral
Incorrect billing for ZENDCloud VM Pro this month.,billing,neutral
I can't access my dashboard of the ZENDIndustrial Sensor .,technical,neutral
Why my bill for ZENDCloud VM Pro is 60 ?,billing,neutral
"This is unacceptable , ZENDIndustrial sensor is slow .",complaint,angry
"This is unacceptable, ZENDFiber is 1 Gbps is slow.",complaint,angry
This month is incorrect billing for ZENDFiber 1 Gbps.,billing,neutral
"This is inacceptable, Postpaid Gold is slow.",complaint,neutral
I want a refund for my postpaid gold.,refund,neutral
Return my money for ZENDFiber 1 Gbps -- it is within the 7-day window .,refund,neutral
"In the United States, for ZENDFiber 1 Gbps I was charged 36 .",billing,neutral
I want to get a refund for my ZENDCloud VM Pro.,refund,neutral
I can't access my ZENDCloud VM Pro dashboard.,technical,neutral
I can't access my ZENDMeet Dashboard .,technical,neutral
In the US I was charged 36 for pre-paid basic .,billing,neutral
Why my bill is 36 for postpaid gold?,billing,neutral
Details of ZENDCloud VM Pro and the 1TB FUP limit,product,neutral
Why is my ZENDStream bill 120?,billing,neutral
Does Postpaid Gold support the 99.9% SLA?,product,happy
The worst experience with ZENDMeet.,complaint,angry
Money for ZENDStream is back within the 7-day window .,refund,neutral
Terrible experience with Postpaid gold.,complaint,angry
Tell me more about ZENDStream .,product,neutral
The ZENDStream service is down in Thailand .,technical,neutral
I am unhappy with my service of Postpaid Gold .,complaint,angry
Details about ZENDFiber 1 Gbps and 1TB FUP limit .,product,neutral
I want a refund for my ZENDCloud VM Pro .,refund,neutral
Can you process a refund for ZENDIndustrial Sensor?,refund,neutral
Tell me about the prepaid basic payment system.,product,neutral
I can't access my ZENDMeet dashboard .,technical,neutral
Return my money for postpaid gold - it is within the 7-day window .,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
 Can you do a refund for ZENDStream ? ,refund,neutral
Warum is my bill 120 for ZENDMeet ?,billing,neutral
How about a refund for ZENDCloud VM Pro?,refund,neutral
I want a refund for my ZEND stream .,refund,neutral
Tell me more about Prepaid Basic .,product,neutral
 Why is my bill 120 for Postpaid Gold?,billing,neutral
My Postpaid Gold is not working .,technical,neutral
Supports Prepaid Basic - SLA 99.9%?,product,happy
I want a refund for my ZENDFiber 1 Gbps .,refund,neutral
Supports ZENDStream SLA 99.9%?,product,happy
Can you process a refund for Postpaid Gold?,refund,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit .,product,neutral
My pre-paid basic does not work.,technical,neutral
Why is my bill 36 for ZENDIndustrial Sensors ?,billing,neutral
My ZENDIndustrial Sensor is not working.,technical,neutral
Then I was charged 120 for ZENDStream in Singapore.,billing,neutral
Does ZENDCloud VM Pro support 5G data?,product,happy
Can you process a refund for ZENDIndustrial Sensor?,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
In Singapore I was charged 120 for postpaid gold.,billing,neutral
Terrible experience with ZENDMeet.,complaint,angry
SLA Basic has prepaid 99.9% support ?,product,happy
I was charged 36 for ZENDCloud VM Pro in the USA.,billing,neutral
Terrible experience with Postpaid Gold .,complaint,angry
Why is my invoice 150 for ZENDIndustrial Sensor?,billing,neutral
In the USA I was charged for ZENDStream 36 .,billing,neutral
Can you request a refund for ZENDCloud VM Pro?,refund,neutral
Why is my bill 60 for ZENDFiber 1 Gbps ?,billing,neutral
This month has an incorrect billing for ZENDCloud VM Pro .,billing,neutral
The ZENDCloud VM Pro service is down in the USA .,technical,neutral
Return my money for prepaid basic - it's within the 7-day window .,refund,neutral
Does the ZENDStream support 5G data?,product,happy
I can't access my postpaid Gold dashboard .,technical,neutral
This month is the ZENDCloud VM Pro incorrect billing .,billing,neutral
I can not access my Postpaid Gold dashboard .,technical,neutral
My ZEND stream is not working.,technical,neutral
"This is unacceptable , ZENDIndustrial sensor is slow .",complaint,angry
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
Supports ZENDFiber 1 Gbps SLA 99.9% ?,product,happy
I want a refund for my ZENDCloud VM Pro .,refund,neutral
I was charged 150 for the ZENDCloud VM Pro in Thailand.,billing,neutral
My ZENDFiber 1 Gbps does not work.,technical,neutral
Tell me more about ZENDFiber 1 Gbps .,product,neutral
I am unhappy with my ZENDStream service.,complaint,angry
I want a refund for my prepaid basic subscription .,refund,neutral
I can't access my Prepaid Basic dashboard .,technical,neutral
Why is my bill 60 for prepaid basic?,billing,neutral
Incorrect billing for Postpaid Gold this month .,billing,neutral
I want a refund for my ZENDStream,refund,neutral
"This month, incorrect billing for ZENDIndustrial Sensor .",billing,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit.,product,neutral
The ZENDFiber 1 Gbps service is down in Singapore .,technical,neutral
"This is unacceptable, ZENDIndustrial Sensor is slow.",complaint,angry
Mein ZENDIndustrial Sensor is not working.,technical,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
"This is unacceptable, Prepaid Basic is slow .",complaint,angry
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
. I'm not happy with my ZENDStream service.,complaint,angry
The Postpaid Gold service is down in Singapore.,technical,neutral
I can't access my Prepaid Basic dashboard .,technical,neutral
My ZENDMeet is not working .,technical,neutral
Why is my bill for ZENDIndustrial Sensor 36?,billing,neutral
I am unhappy with the service of the ZENDIndustrial Sensors .,complaint,angry
The incorrect billing for ZENDStream this month.,billing,neutral
I can’t use my Prepaid Basic dashboard .,technical,neutral
Return my money to ZENDStream - it is within the 7-day window.,refund,neutral
"This is unacceptable, ZENDMeet is slow.",complaint,angry
Why is my bill 120 for ZENDCloud VM Pro ?,billing,neutral
 I  r my money for ZENDIndustrial Sensor - it is within the 7-day window,refund,neutral
Tell me more about Prepaid Basic .,product,neutral
Incorrect billing this month for ZENDMeet .,billing,neutral
My Money for Prepaid Basic returns within 7-days.,refund,neutral
I was charged 36 dollars for ZENDStream in USA .,billing,neutral
Details on Postpaid Gold and the 1TB FUP limit.,product,neutral
Postpaid gold supports preventive maintenance?,product,happy
"In India, I was charged for postpaid gold 60 cents .",billing,neutral
We had a horrible experience with Prepaid Basic.,complaint,angry
My Prepaid Basic is not working.,technical,neutral
"This is unacceptable, ZENDMeet is slow.",complaint,angry
Tell me about ZENDIndustrial Sensor .,product,neutral
Details about Postpaid Gold and the limit of 1TB FUP .,product,neutral
I was charged 60 for ZENDCloud VM Pro in India.,billing,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
The ZENDFiber 1 Gbps service is down in the USA.,technical,neutral
"In Thailand, I was charged 150 for pre-paid basic .",billing,neutral
Tell me more about ZENDStream.,product,neutral
Why is my invoice 60 for postpaid gold?,billing,neutral
This month the invoice for ZENDStream was incorrect.,billing,neutral
Return my money for the Prepaid Basic - it is within the 7-day window,refund,neutral
This is unacceptable. Prepaid Basic is slow.,complaint,angry
Kannially a refund for ZENDMeet be processed?,refund,neutral
This month had incorrect billing for Postpaid Gold.,billing,neutral
The ZENDStream service is down in Thailand.,technical,neutral
The ZENDFiber 1 Gbps service is down in India.,technical,neutral
Incorrect billing for ZENDFiber 1 Gbps this month .,billing,neutral
Details about ZENDStream and the 1TB FUP limit .,product,neutral
I was charged 36 dollars for ZENDMeet in the USA.,billing,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit.,product,neutral
The ZENDFiber 1 Gbps service is down in India.,technical,neutral
I was charged 120 euro for my basic Prepaid in Singapore .,billing,neutral
Does ZENDIndustrial Sensor support 5G data?,product,happy
"This is unacceptable, the ZENDIndustrial Sensor is slow.",complaint,angry
This is unacceptable - Prepaid Basic is slow.,complaint,angry
I want a refund for my ZENDFiber 1 Gbps .,refund,neutral
Incorrect billing for ZENDMeet this month.,billing,neutral
Tell me more about ZENDStream .,product,neutral
The ZENDCloud VM Pro service is down in India .,technical,neutral
Details of the ZENDCloud VM Pro and the 1TB FUP limit.,product,neutral
I was charged 60 in India for my pre-paid basic.,billing,neutral
The prepaid basic payment cost 36 in the USA.,billing,neutral
Can't access my ZENDMeet Dashboard .,technical,neutral
Why is my bill 150 for ZENDFiber 1 Gbps?,billing,neutral
My Prepaid Basic is not working.,technical,neutral
Tell me more about ZENDMeet .,product,neutral
Terrible experience with Postpaid Gold,complaint,angry
I can't access my dashboard of ZENDStream .,technical,neutral
Tell me more about Postpaid Gold .,product,neutral
I can't access my dashboard on ZENDFiber 1 Gbps .,technical,neutral
"This is unacceptable, ZENDStream is slow.",complaint,angry
Incorrect billing for ZENDMeet this month.,billing,neutral
Incorrect billing for ZENDIndustrial Sensor this month .,billing,neutral
I can't access my Prepaid Basic dashboard .,technical,neutral
"This is unacceptable, ZENDCloud VM Pro is slow.",complaint,angry
"This is unacceptable, ZENDStream is slow.",complaint,angry
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
This is unacceptable - ZENDFiber 1 GBbps is slow .,complaint,angry
Return your money for ZENDFiber 1 Gbps - within the 7-day window.,refund,neutral
Details on ZENDCloud VM Pro and the 1TB FUP limit.,product,neutral
I want a refund for my Postpaid Gold.,refund,neutral
Does ZENDMeet support predictive maintenance?,product,happy
Details on Postpaid Gold and 1TB FUP limit .,product,neutral
I want a refund on my ZENDStream,refund,neutral
The ZENDFiber 1 Gbps service is down in Singapore.,technical,neutral
This is unacceptable - Postpaid gold is slow.,complaint,angry
Tell me more about ZENDCloud VM Pro .,product,neutral
Return my money for Prepaid Basic - it is within the 7-day window .,refund,neutral
I can’t access my ZENDIndustrial Sensor dashboard.,technical,neutral
If I send my money to ZENDMeet it's within the 7-day window .,refund,neutral
Return my money to ZENDMeet - it is within the 7-day window.,refund,neutral
Terrible experience with ZENDStream .,complaint,angry
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
Details about ZENDMeet and the limit for 1TB FUP are provided .,product,neutral
Terrible experience with prepaid basic.,complaint,angry
Can you process a refund for ZENDIndustrial Sensor ?,refund,neutral
The ZENDFiber 1 Gbps service is down in Thailand .,technical,neutral
I am unhappy with my prepaid basic service .,complaint,angry
I am unhappy with my prepaid basic service.,complaint,angry
Ich can't access my dashboard ZENDCloud VM Pro .,technical,neutral
I can't access my ZENDIndustrial Sensor dashboard.,technical,neutral
Details about ZENDMeet and the 1TB FUP limit .,product,neutral
Supports ZENDStream 5G data?,product,happy
Why is my VM Pro bill 150 for ZENDCloud VM Pro?,billing,neutral
I can't access my dashboard of ZENDFiber 1 Gbps .,technical,neutral
Terrible experience with ZENDMeet .,complaint,angry
The ZENDStream service is down in the USA.,technical,neutral
I was charged 36 USD in USA for ZENDFiber 1 Gbps .,billing,neutral
My ZENDIndustrial Sensor is not working .,technical,neutral
The money refunded for postpaid gold is within the 7-day window .,refund,neutral
Return my money for ZENDCloud VM Pro -- it's within the 7-day window.,refund,neutral
Details about Postpaid Gold and 1TB FUP limit,product,neutral
I am unhappy with my ZENDStream service .,complaint,angry
Why is my bill 150 for ZENDMeet?,billing,neutral
The ZENDMeet service is down in USA .,technical,neutral
Tell me more about ZENDMeet .,product,neutral
I can't access my ZENDIndustrial Sensor dashboard .,technical,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Tell me more about ZENDFiber 1 Gbps .,product,neutral
The ZENDCloud VM Pro service is down in India .,technical,neutral
I am unhappy with my ZENDMeet service .,complaint,angry
Return my money for the ZENDIndustrial Sensor - it is within the 7-day window.,refund,neutral
I can't access my ZENDStream dashboard.,technical,neutral
Postpaid Gold service is slipping in Thailand .,technical,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
Return your money for ZENDFiber 1 GBbps - it's within 7 days .,refund,neutral
I want to receive a refund for my postpaid gold .,refund,neutral
"This is unacceptable, Postpaid gold is slow.",complaint,angry
"This month, incorrect billing for ZENDFiber 1 Gbps is.",billing,neutral
Prepaid basic service is out in India .,technical,neutral
Details on ZENDFiber 1 Gbps and 1TB FUP limit .,product,neutral
I was charged 120 for the ZENDIndustrial Sensor in Singapore .,billing,neutral
I can't access my Postpaid Gold dashboard .,technical,neutral
I want a refund for my ZENDMeet,refund,neutral
Why my Bill for Postpaid Gold is 36,billing,neutral
Why is my invoice for ZENDIndustrial Sensor 36?,billing,neutral
Tell me more about ZENDMeet .,product,neutral
Return my money for Postpaid Gold - it's within the 7-day window.,refund,neutral
Can you process a refund for prepaid basic ?,refund,neutral
The ZENDMeet service is down in the USA .,technical,neutral
Details about ZENDFiber 1 Gbps and the 1TB FUP limit .,product,neutral
Details about the ZENDIndustrial Sensor and the 1TB FUP limit.,product,neutral
I am unhappy with my ZENDStream service.,complaint,angry
I want a refund for my ZENDStream.,refund,neutral
Terrible experience with prepaid Basic.,complaint,angry
This month the incorrect billing for ZENDIndustrial Sensor was confirmed .,billing,neutral
I was charged 60 Rs for Prepaid Basic in India.,billing,neutral
Details about the ZENDIndustrial Sensor and the limit of 1TB FUP .,product,neutral
This is unacceptable. Prepaid Basic is slow.,complaint,angry
I was charged 120 for postpaid gold in Singapore.,billing,neutral
The basic Prepaid service is down in the USA.,technical,neutral
Why is my bill for pre-paid basic 60?,billing,neutral
Does ZENDCloud VM Pro support predictive maintenance ?,product,happy
"This is unacceptable, ZENDIndustrial Sensor is slow.",complaint,angry
Return my money for ZENDCloud VM Pro - It's within 7 days.,refund,neutral
Postpaid Gold details and the 1TB FUP limit .,product,neutral
"This is unacceptable, postpaid gold is slow .",complaint,angry
"In Thailand, I was charged 150 for ZENDMeet.",billing,neutral
I can't access my dashboard for ZENDIndustrial Sensors .,technical,neutral
My ZENDIndustrial Sensor is not working.,technical,neutral
Can't access my ZENDStream dashboard,technical,neutral
Can't access my dashboard for ZENDCloud VM Pro .,technical,neutral
My ZENDMeet does not work.,technical,neutral
I was charged 150 for ZENDStream in Thailand .,billing,neutral
I was charged 36 for ZENDMeet in USA.,billing,neutral
Warum is my bill 36 for ZENDFiber 1 Gbps ?,billing,neutral
I am unhappy with my Postpaid Gold service.,complaint,angry
Why is my bill 60 for pre-paid basic?,billing,neutral
Can you process a refund for ZENDStream ?,refund,neutral
I can't access my Prepaid Basic dashboard .,technical,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
Details about ZENDStream and the 1TB FUP limit .,product,neutral
I am unhappy with my ZENDMeet service.,complaint,angry
Supports pre-ventive maintenance by ZENDMeet?,product,happy
Details about Prepaid Basic and the 1TB FUP limit.,product,neutral
Terrible experience with ZENDStream .,complaint,angry
I can't access my Prepaid Basic Dashboard .,technical,neutral
Details about Postpaid Gold and the 1TB FUP limit are below .,product,neutral
Supports ZENDStream 5G data?,product,happy
Does ZENDFiber 1 Gbps support 5G data ?,product,happy
Return my money for ZENDFiber 1 Gbps - it is within the 7-day window .,refund,neutral
Return my money to ZENDCloud VM Pro - it is within the 7-day window.,refund,neutral
"This is unacceptable, ZENDMeet is slow.",complaint,angry
My postpaid Gold Service is not happy to me.,complaint,angry
My Postpaid Gold is not working.,technical,neutral
This is unacceptable - ZENDStream is slow .,complaint,angry
I want a refund for my Postpaid Gold .,refund,neutral
The incorrect billing of ZENDFiber 1 Gbps this month is .,billing,neutral
The postpaid gold service is down in the United States .,technical,happy
My pre-paid basic service is not working.,technical,neutral
Can you process a prepaid basic refund?,refund,neutral
Why is my bill 36 for ZENDFiber 1 Gbps ?,billing,neutral
Details about Postpaid Gold and the 1TB FUP limit.,product,neutral
Incorrect billing for ZENDIndustrial Sensor this month .,billing,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
I can not access my Postpaid Gold dashboard.,technical,neutral
I am unhappy with the service of ZENDMeet .,complaint,angry
Return my money for my pre-paid basic - it comes within the 7-day window.,refund,neutral
 Why is my Bill 120 for ZENDMeet? ,billing,neutral
"This is unacceptable , prepaid basic is slow.",complaint,angry
Return your money for ZENDMeet - it is within the 7-day window.,refund,neutral
"This is unacceptable, ZENDFiber 1 Gbps is slow.",complaint,angry
Does ZENDIndustrial Sensor support predictive maintenance?,product,happy
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Tell me more about ZENDFiber 1 Gbps .,product,neutral
Can you process a refund for the basic Prepaid?,refund,neutral
I can return my money for ZENDFiber 1 Gbps - it's within the 7-day window.,refund,neutral
My money for ZENDCloud VM Pro returns - it's within 7 days of the window.,refund,neutral
I can't access my dashboard from ZENDFiber 1 Gbps .,technical,neutral
No access to my ZENDIndustrial Sensor dashboard.,technical,neutral
"This month, there is an incorrect billing for Prepaid Basic.",billing,neutral
I am unhappy with my ZENDStream service.,complaint,angry
For ZENDCloud VM Pro I was charged 120 in Singapore .,billing,neutral
I am unhappy with my ZENDIndustrial Sensor service .,complaint,angry
Können you process a refund for ZENDCloud VM Pro?,refund,neutral
The ZENDIndustrial Sensor service is down in India.,technical,neutral
My money for ZENDCloud VM Pro - it is within the 7 day window .,refund,neutral
Return my money to ZENDFiber 1 Gbps - it is within the 7-day window .,refund,neutral
Terrible experience with ZENDCloud VM Pro .,complaint,angry
Terrible experience with ZENDFiber 1 Gbps.,complaint,angry
Prepaid Basic Support is Predictive Maintenance,product,happy
Why is my bill 150 for pre-paid basic?,billing,neutral
Return my money for ZENDCloud VM Pro - it is within the 7 day window .,refund,neutral
Does Prepaid Basic support SLA 99.9%?,product,happy
"This is unacceptable, ZENDMeet is slow.",complaint,angry
I am unhappy with my ZENDStream service.,complaint,angry
I need a refund for my ZENDMeet .,refund,neutral
 Why my bill for ZENDCloud VM Pro is 36 ? ,billing,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
Incorrect billing this month for ZENDMeet .,billing,neutral
The ZENDCloud VM Pro Service is down in Singapore .,technical,neutral
Can't access my Prepaid Basic dashboard.,technical,neutral
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
Tell me more about Postpaid Gold .,product,neutral
Can you process a refund for ZENDStream?,refund,neutral
Details about ZENDFiber 1 Gbps and the 1TB FUP limit .,product,neutral
"This is unacceptable, ZENDFiber 1 Gbps is slow .",complaint,angry
Details about prepaid basic and the 1TB FUP limit.,product,neutral
Terrible experience with Postpaid Gold,complaint,angry
"This is indefensible, prepaid basic is slow.",complaint,neutral
This month the pre-paid basic billing is incorrect.,billing,neutral
Does the ZENDIndustrial Sensor support 5G data?,product,happy
The ZENDCloud VM Pro service is down in Singapore.,technical,neutral
My Prepaid Basic is not working.,technical,neutral
In Thailand I was charged 150 for Postpaid Gold .,billing,neutral
"This is unacceptable , ZENDFiber is 1 Gbps slow.",complaint,angry
"This is unacceptable, pre-paid Basic is slow.",complaint,angry
"This month, the ZEND stream was incorrectly billed.",billing,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
The ZENDIndustrial Sensor Service is not available in the United States .,technical,happy
I can't access my ZENDStream dashboard.,technical,neutral
Tell me more about Prepaid Basic.,product,neutral
I can't access my Postpaid Gold dashboard .,technical,neutral
I can't access my dashboard to ZENDCloud VM Pro .,technical,neutral
"This month, there was incorrect billing for prepaid basic .",billing,neutral
Tell me more about ZENDIndustrial Sensor .,product,neutral
